[ 1.]
[ 0.99376275]
[ 0.97520343]
[ 0.9447752]
[ 0.90321967]
[ 0.85154681]
[ 0.79100762]
[ 0.72306036]
[ 0.6493313]
[ 0.57157103]
[ 0.49160768]
[ 0.41129828]
[ 0.33247964]
[ 0.25692016]
[ 0.18627392]
[ 0.12203824]
[ 0.06551596]
[ 0.01778343]
[ 0.02033493]
[ 0.04828485]
[ 0.06579278]
[ 0.07286852]
[ 0.06979998]
[ 0.05714028]
[ 0.03568769]
[ 0.0064589]
[ 0.02934329]
[ 0.07036707]
[ 0.11515229]
[ 0.16217346]
[ 0.20988396]
[ 0.25675989]
[ 0.30134261]
[ 0.34227848]
[ 0.37835489]
[ 0.40853141]
[ 0.43196536]
[ 0.44803109]
[ 0.45633241]
[ 0.45670814]
[ 0.44923044]
[ 0.43419638]
[ 0.4121129]
[ 0.38367589]
[ 0.349744]
[ 0.31130822]
[ 0.26945807]
[ 0.22534561]
[ 0.1801485]
[ 0.135033]
[ 0.09111839]
[ 0.04944371]
[ 0.01093783]
[ 0.02360616]
[ 0.05355157]
[ 0.07843319]
[ 0.09796633]
[ 0.11204977]
[ 0.12076246]
[ 0.12435435]
[ 0.12323159]
[ 0.11793676]
[ 0.10912479]
[ 0.09753548]
[ 0.08396358]
[ 0.06922747]
[ 0.05413737]
[ 0.03946447]
[ 0.02591172]
[ 0.01408741]
[ 0.00448245]
[ 0.00254793]
[ 0.00679747]
[ 0.00821664]
[ 0.00691463]
[ 0.0031555]
[ 0.00265132]
[ 0.00996605]
[ 0.01813841]
[ 0.02643174]
[ 0.03405066]
[ 0.04017117]
[ 0.04397231]
[ 0.04466835]
[ 0.04154028]
[ 0.03396561]
[ 0.02144549]
[ 0.00362806]
[ 0.01967262]
[ 0.04846298]
[ 0.08256201]
[ 0.12159954]
[ 0.16502074]
[ 0.21209691]
[ 0.26194228]
[ 0.31353636]
[ 0.36575134]
[ 0.41738355]
[ 0.46718827]
[ 0.51391675]
[ 0.55635431]
[ 0.59335834]
[ 0.62389504]
[ 0.64707381]
[ 0.66217797]
[ 0.66869106]
[ 0.66631759]
[ 0.65499775]
[ 0.63491529]
[ 0.60649842]
[ 0.57041343]
[ 0.52755118]
[ 0.47900677]
[ 0.42605279]
[ 0.37010693]
[ 0.3126948]
[ 0.25540891]
[ 0.19986515]
[ 0.14765772]
[ 0.10031409]
[ 0.05925111]
[ 0.02573364]
[ 0.00083686]
[ 0.01458651]
[ 0.01993316]
[ 0.01486949]
[ 0.00065544]
[ 0.02640477]
[ 0.06185661]
[ 0.10621486]
[ 0.15842772]
[ 0.21721348]
[ 0.28109295]
[ 0.34842749]
[ 0.41746187]
[ 0.4863705]
[ 0.553306]
[ 0.61644851]
[ 0.67405457]
[ 0.7245041]
[ 0.76634415]
[ 0.79832822]
[ 0.81945007]
[ 0.82897097]
[ 0.82643974]
[ 0.81170497]
[ 0.78491908]
[ 0.74653408]
[ 0.69728928]
[ 0.63819116]
[ 0.5704861]
[ 0.49562669]
[ 0.41523262]
[ 0.33104724]
[ 0.24489102]
[ 0.1586133]
[ 0.07404357]
[ 0.00705624]
[ 0.08303721]
[ 0.15240534]
[ 0.21385868]
[ 0.26631891]
[ 0.30895622]
[ 0.34120714]
[ 0.36278469]
[ 0.37368082]
[ 0.37416093]
[ 0.36475099]
[ 0.34621751]
[ 0.31954115]
[ 0.28588472]
[ 0.24655667]
[ 0.20297111]
[ 0.15660561]
[ 0.10895802]
[ 0.0615036]
[ 0.01565371]
[ 0.02728281]
[ 0.06613432]
[ 0.09989638]
[ 0.12775607]
[ 0.14911009]
[ 0.16357624]
[ 0.17099791]
[ 0.17144179]
[ 0.16518876]
[ 0.15271852]
[ 0.1346885]
[ 0.11190779]
[ 0.08530699]
[ 0.05590503]
[ 0.02477397]
[ 0.00699694]
[ 0.03833695]
[ 0.06822804]
[ 0.09573655]
[ 0.12004142]
[ 0.14045802]
[ 0.15645695]
[ 0.16767725]
[ 0.17393371]
