[ 1.]
[ 0.98632814]
[ 0.94623859]
[ 0.88242348]
[ 0.79909246]
[ 0.70158794]
[ 0.59590524]
[ 0.48816793]
[ 0.38411292]
[ 0.2886373]
[ 0.20545091]
[ 0.13686596]
[ 0.08373862]
[ 0.04556055]
[ 0.02068144]
[ 0.00663015]
[ 0.00049204]
[ 0.00070382]
[ 0.00036704]
[ 0.00160228]
[ 0.00164883]
[  3.63108169e-05]
[ 0.0032396]
[ 0.00714335]
[ 0.01055011]
[ 0.01214434]
[ 0.01075355]
[ 0.00557298]
[ 0.00367553]
[ 0.01667001]
[ 0.03250745]
[ 0.04980984]
[ 0.06690021]
[ 0.08202236]
[ 0.09357295]
[ 0.10031339]
[ 0.10153263]
[ 0.09713893]
[ 0.08766875]
[ 0.07421242]
[ 0.05826744]
[ 0.04153985]
[ 0.02572107]
[ 0.01227062]
[ 0.0022339]
[ 0.00388061]
[ 0.00614856]
[ 0.00519561]
[ 0.00208711]
[ 0.00184281]
[ 0.00519935]
[ 0.00674351]
[ 0.00558739]
[ 0.00134119]
[ 0.00580851]
[ 0.0151007]
[ 0.02528295]
[ 0.03476543]
[ 0.04182665]
[ 0.04484435]
[ 0.04252175]
[ 0.03407937]
[ 0.01938718]
[ 0.00098114]
[ 0.02577986]
[ 0.05320618]
[ 0.08108532]
[ 0.10710377]
[ 0.12906229]
[ 0.14511825]
[ 0.15398778]
[ 0.15508346]
[ 0.14857107]
[ 0.13533926]
[ 0.11688619]
[ 0.09513793]
[ 0.07222099]
[ 0.05021701]
[ 0.03092944]
[ 0.01568979]
[ 0.00522614]
[ 0.00039178]
[ 0.00172599]
[ 0.00013235]
[ 0.00372732]
[ 0.00744245]
[ 0.0097186]
[ 0.00925839]
[ 0.00519228]
[ 0.00281339]
[ 0.01451793]
[ 0.02914073]
[ 0.04546207]
[ 0.06197652]
[ 0.07707834]
[ 0.08925559]
[ 0.09726882]
[ 0.10029317]
[ 0.09800771]
[ 0.09062315]
[ 0.07884651]
[ 0.06378964]
[ 0.04683463]
[ 0.02947407]
[ 0.01314647]
[ 0.00091341]
[ 0.01179224]
[ 0.01897167]
[ 0.02235154]
[ 0.02222343]
[ 0.01920103]
[ 0.01411906]
[ 0.00791545]
[ 0.00151264]
[ 0.00428713]
[ 0.00888067]
[ 0.01190925]
[ 0.01326795]
[ 0.01308137]
[ 0.01165237]
[ 0.00939377]
[ 0.00675417]
[ 0.00414903]
[ 0.00190627]
[ 0.00023269]
[ 0.00079623]
[ 0.00122431]
[ 0.00118501]
[ 0.00086104]
[ 0.0004413]
[  8.29312458e-05]
[ 0.00011522]
[ 0.00012395]
[  2.09539912e-05]
[ 0.00023708]
[ 0.00042288]
[ 0.00048784]
[ 0.00037868]
[  9.56951188e-05]
[ 0.00030471]
[ 0.00072251]
[ 0.00103976]
[ 0.00115477]
[ 0.00101809]
[ 0.00066235]
[ 0.00021854]
[  8.70470838e-05]
[  4.18874977e-05]
[ 0.00092496]
[ 0.00284168]
[ 0.00595969]
[ 0.01026533]
[ 0.01550872]
[ 0.02117448]
[ 0.02648718]
[ 0.03045608]
[ 0.03195913]
[ 0.02986005]
[ 0.02314716]
[ 0.01107862]
[ 0.0066844]
[ 0.02997463]
[ 0.05806204]
[ 0.08965547]
[ 0.12296776]
[ 0.15584244]
[ 0.18593219]
[ 0.21091236]
[ 0.22870733]
[ 0.23770511]
[ 0.23693509]
[ 0.22618748]
[ 0.2060585]
[ 0.17791371]
[ 0.14377099]
[ 0.10611418]
[ 0.06765661]
[ 0.03108015]
[ 0.00122139]
[ 0.02736579]
[ 0.04614774]
[ 0.0571274]
[ 0.06063276]
[ 0.05767655]
[ 0.04979862]
[ 0.0388537]
[ 0.02677103]
[ 0.01531543]
[ 0.00587931]
[ 0.00066933]
[ 0.00406475]
[ 0.00463864]
[ 0.00323477]
[ 0.00105541]
[ 0.00053944]
[ 0.00025268]
[ 0.00293891]
[ 0.00961196]
[ 0.01978531]
[ 0.03288595]
[ 0.04779742]
