[ 1.]
[ 0.99127834]
[ 0.96545128]
[ 0.92351653]
[ 0.86708419]
[ 0.79830048]
[ 0.71974642]
[ 0.63431666]
[ 0.54508454]
[ 0.45516024]
[ 0.36754904]
[ 0.28501699]
[ 0.20997027]
[ 0.14435452]
[ 0.08957868]
[ 0.04646686]
[ 0.01524048]
[ 0.00446917]
[ 0.01357893]
[ 0.01348493]
[ 0.00597108]
[ 0.00690004]
[ 0.02290796]
[ 0.03980017]
[ 0.0554163]
[ 0.06780432]
[ 0.07532255]
[ 0.07672243]
[ 0.07120809]
[ 0.05846974]
[ 0.0386899]
[ 0.01252226]
[ 0.01895486]
[ 0.05430773]
[ 0.09183478]
[ 0.12966767]
[ 0.16587989]
[ 0.19859709]
[ 0.22610293]
[ 0.24693492]
[ 0.259965]
[ 0.26446084]
[ 0.26012486]
[ 0.24710897]
[ 0.22600484]
[ 0.19781042]
[ 0.16387509]
[ 0.12582647]
[ 0.08548343]
[ 0.04476007]
[ 0.00556608]
[ 0.03029118]
[ 0.06119744]
[ 0.08581051]
[ 0.10312343]
[ 0.1125087]
[ 0.11374149]
[ 0.1070012]
[ 0.09285173]
[ 0.0722019]
[ 0.04624889]
[ 0.01640792]
[ 0.01576735]
[ 0.04866931]
[ 0.08072098]
[ 0.1104559]
[ 0.13658936]
[ 0.1580769]
[ 0.17415774]
[ 0.18438072]
[ 0.18861233]
[ 0.18702674]
[ 0.18007922]
[ 0.16846498]
[ 0.15306649]
[ 0.13489271]
[ 0.11501417]
[ 0.0944979]
[ 0.07434616]
[ 0.05544248]
[ 0.03850798]
[ 0.02407043]
[ 0.01244725]
[ 0.00374307]
[ 0.00213844]
[ 0.00547011]
[ 0.00666588]
[ 0.00623759]
[ 0.00474687]
[ 0.00275583]
[ 0.00077984]
[ 0.00075411]
[ 0.0015408]
[ 0.00141943]
[ 0.00038404]
[ 0.00141896]
[ 0.00370605]
[ 0.00608363]
[ 0.00808487]
[ 0.00921396]
[ 0.00899453]
[ 0.00701897]
[ 0.00299494]
[ 0.0032142]
[ 0.01155839]
[ 0.02178154]
[ 0.03341615]
[ 0.0457925]
[ 0.05806279]
[ 0.06923926]
[ 0.07824452]
[ 0.08397137]
[ 0.08534904]
[ 0.08141172]
[ 0.07136548]
[ 0.05464938]
[ 0.03098671]
[ 0.00042299]
[ 0.03665224]
[ 0.07950165]
[ 0.12705558]
[ 0.17794646]
[ 0.23056104]
[ 0.28310822]
[ 0.33369925]
[ 0.38043619]
[ 0.4215042]
[ 0.45526257]
[ 0.48032955]
[ 0.49565623]
[ 0.50058514]
[ 0.49488997]
[ 0.47879392]
[ 0.45296516]
[ 0.4184892]
[ 0.37681906]
[ 0.32970576]
[ 0.27911223]
[ 0.22711517]
[ 0.17579992]
[ 0.12715379]
[ 0.08296372]
[ 0.04472367]
[ 0.01355708]
[ 0.00984143]
[ 0.02524158]
[ 0.03288802]
[ 0.03348515]
[ 0.02815666]
[ 0.01838165]
[ 0.0059107]
[ 0.00733397]
[ 0.0193688]
[ 0.02826384]
[ 0.03225612]
[ 0.02985515]
[ 0.01993477]
[ 0.00180599]
[ 0.0247332]
[ 0.05937434]
[ 0.10130274]
[ 0.14922984]
[ 0.20145217]
[ 0.25593428]
[ 0.3104113]
[ 0.36250618]
[ 0.40985524]
[ 0.45023567]
[ 0.48168808]
[ 0.50262753]
[ 0.51193697]
[ 0.509038]
[ 0.49393478]
[ 0.46722846]
[ 0.43010111]
[ 0.3842694]
[ 0.33191026]
[ 0.27556193]
[ 0.21800525]
[ 0.16213117]
[ 0.11080102]
[ 0.06670663]
[ 0.03223753]
[ 0.00936186]
[ 0.00047291]
[ 0.00358583]
[ 0.02175033]
[ 0.05357814]
[ 0.09798969]
[ 0.15331689]
[ 0.2173803]
[ 0.28759099]
[ 0.36107188]
[ 0.43479246]
[ 0.50571007]
[ 0.57091073]
[ 0.62774241]
[ 0.67393414]
[ 0.7076953]
[ 0.7277902]
[ 0.73358456]
