[ 1.]
[ 0.99003743]
[ 0.96059557]
[ 0.91298737]
[ 0.84932047]
[ 0.77238155]
[ 0.68548424]
[ 0.59228996]
[ 0.49661231]
[ 0.40221681]
[ 0.31262771]
[ 0.23095314]
[ 0.15973858]
[ 0.10085666]
[ 0.05543906]
[ 0.02385326]
[ 0.00572449]
[  2.56131790e-08]
[ 0.00505046]
[ 0.01880061]
[ 0.03888074]
[ 0.06278783]
[ 0.08804646]
[ 0.11235885]
[ 0.13373506]
[ 0.15059549]
[ 0.16184041]
[ 0.16688315]
[ 0.16564655]
[ 0.15852456]
[ 0.14631336]
[ 0.13011826]
[ 0.11124431]
[ 0.09107916]
[ 0.07097744]
[ 0.05215515]
[ 0.0356018]
[ 0.02201645]
[ 0.01177188]
[ 0.00490888]
[ 0.00116027]
[  2.05168160e-06]
[ 0.00072689]
[ 0.0025336]
[ 0.00462484]
[ 0.00630483]
[ 0.00706866]
[ 0.00667548]
[ 0.0051991]
[ 0.00305101]
[ 0.00097319]
[  5.03097705e-08]
[ 0.00139152]
[ 0.0065414]
[ 0.01686711]
[ 0.03368858]
[ 0.05810514]
[ 0.09087963]
[ 0.13233867]
[ 0.18229747]
[ 0.24001566]
[ 0.30418898]
[ 0.37297921]
[ 0.44408215]
[ 0.5148307]
[ 0.58232794]
[ 0.64360256]
[ 0.69577742]
[ 0.73624091]
[ 0.76281025]
[ 0.77387602]
[ 0.76851837]
[ 0.74658654]
[ 0.7087361]
[ 0.65642014]
[ 0.5918341]
[ 0.51781644]
[ 0.43771037]
[ 0.35519415]
[ 0.27408974]
[ 0.19816084]
[ 0.13091219]
[ 0.07540196]
[ 0.03407849]
[ 0.00865083]
[  9.98789627e-07]
[ 0.00814281]
[ 0.03222968]
[ 0.07061059]
[ 0.12093061]
[ 0.18026958]
[ 0.24531032]
[ 0.31252607]
[ 0.37837576]
[ 0.43949537]
[ 0.49287415]
[ 0.53600553]
[ 0.56700423]
[ 0.58468356]
[ 0.5885894]
[ 0.57899]
[ 0.55682386]
[ 0.52361026]
[ 0.48132949]
[ 0.43228138]
[ 0.37893201]
[ 0.32375895]
[ 0.26910502]
[ 0.21704984]
[ 0.1693068]
[ 0.12715117]
[ 0.09138282]
[ 0.06232428]
[ 0.03985269]
[ 0.02346156]
[ 0.01234648]
[ 0.00550719]
[ 0.00185763]
[ 0.00033512]
[  4.93506838e-08]
[ 0.00011867]
[ 0.00022263]
[ 0.00014117]
[  3.75259929e-06]
[ 0.00021353]
[ 0.00139403]
[ 0.00431388]
[ 0.00979579]
[ 0.01861748]
[ 0.03141291]
[ 0.04858223]
[ 0.07021818]
[ 0.09605576]
[ 0.12545011]
[ 0.1573856]
[ 0.19051678]
[ 0.22323939]
[ 0.25378737]
[ 0.28034973]
[ 0.30119951]
[ 0.31482569]
[ 0.32005882]
[ 0.31618076]
[ 0.30301013]
[ 0.28095632]
[ 0.2510367]
[ 0.21485444]
[ 0.17453644]
[ 0.132634]
[ 0.09199108]
[ 0.05558766]
[ 0.02636709]
[ 0.00705815]
[  2.71169134e-06]
[ 0.0070001]
[ 0.02917817]
[ 0.06690002]
[ 0.11971265]
[ 0.18634195]
[ 0.26473505]
[ 0.3521485]
[ 0.4452777]
[ 0.54042043]
[ 0.6336652]
[ 0.72109354]
[ 0.79898439]
[ 0.86400864]
[ 0.91340226]
[ 0.94510816]
[ 0.95787826]
[ 0.9513303]
[ 0.92595612]
[ 0.88308163]
[ 0.82478131]
[ 0.75375287]
[ 0.6731601]
[ 0.58645388]
[ 0.49718228]
[ 0.40880133]
[ 0.32449771]
[ 0.2470337]
[ 0.17862297]
[ 0.1208439]
[ 0.07459425]
[ 0.04008865]
[ 0.0168973]
[ 0.00402185]
[  2.02066720e-06]
[ 0.00304484]
[ 0.01116708]
[ 0.02234082]
[ 0.03463242]
[ 0.0463256]
[ 0.05602119]
[ 0.06270746]
[ 0.06579765]
[ 0.06513346]
[ 0.06095588]
[ 0.05384688]
[ 0.04464783]
[ 0.03436169]
