[ 1.]
[ 0.99251873]
[ 0.97029854]
[ 0.93400215]
[ 0.88470717]
[ 0.82386686]
[ 0.75325725]
[ 0.67491288]
[ 0.59105347]
[ 0.50400446]
[ 0.41611444]
[ 0.32967278]
[ 0.24683045]
[ 0.16952723]
[ 0.09942799]
[ 0.03787048]
[ 0.01417346]
[ 0.0561218]
[ 0.08779065]
[ 0.10938671]
[ 0.12148432]
[ 0.12498826]
[ 0.12108378]
[ 0.11117614]
[ 0.09682211]
[ 0.07965626]
[ 0.06131521]
[ 0.04336285]
[ 0.0272197]
[ 0.0140992]
[ 0.00495368]
[ 0.00043205]
[ 0.00085116]
[ 0.00618174]
[ 0.01604972]
[ 0.02975278]
[ 0.04629138]
[ 0.06441318]
[ 0.0826689]
[ 0.0994773]
[ 0.11319682]
[ 0.12220069]
[ 0.12495257]
[ 0.1200796]
[ 0.10643969]
[ 0.08318047]
[ 0.04978717]
[ 0.00611759]
[ 0.04757753]
[ 0.11064962]
[ 0.18206321]
[ 0.26042246]
[ 0.34401227]
[ 0.43085262]
[ 0.51876396]
[ 0.60544131]
[ 0.68853416]
[ 0.76572911]
[ 0.83483217]
[ 0.89384734]
[ 0.94104863]
[ 0.97504263]
[ 0.99481912]
[ 0.99978796]
[ 0.9898006]
[ 0.96515551]
[ 0.92658729]
[ 0.87523985]
[ 0.81262474]
[ 0.74056627]
[ 0.66113543]
[ 0.5765754]
[ 0.48922132]
[ 0.40141754]
[ 0.31543554]
[ 0.23339568]
[ 0.15719568]
[ 0.0884487]
[ 0.0284333]
[ 0.02194297]
[ 0.06216489]
[ 0.0921152]
[ 0.11206442]
[ 0.12264543]
[ 0.12481397]
[ 0.11979679]
[ 0.10902957]
[ 0.09408742]
[ 0.07661057]
[ 0.05822855]
[ 0.04048595]
[ 0.02477268]
[ 0.01226177]
[ 0.00385711]
[ 0.00015343]
[ 0.00140992]
[ 0.00753884]
[ 0.01810936]
[ 0.03236661]
[ 0.04926512]
[ 0.06751525]
[ 0.08564075]
[ 0.10204512]
[ 0.11508396]
[ 0.12314046]
[ 0.12470078]
[ 0.11842633]
[ 0.10321992]
[ 0.0782829]
[ 0.04316109]
[ 0.00222264]
[ 0.05755059]
[ 0.12210792]
[ 0.19479631]
[ 0.27416296]
[ 0.35844412]
[ 0.44562137]
[ 0.53348868]
[ 0.61972772]
[ 0.7019884]
[ 0.77797173]
[ 0.84551163]
[ 0.90265271]
[ 0.94772082]
[ 0.97938378]
[ 0.99669984]
[ 0.99915204]
[ 0.98666705]
[ 0.95961788]
[ 0.91881026]
[ 0.86545322]
[ 0.80111507]
[ 0.72766646]
[ 0.64721275]
[ 0.56201831]
[ 0.47442563]
[ 0.38677248]
[ 0.30131027]
[ 0.22012668]
[ 0.14507562]
[ 0.07771714]
[ 0.01926957]
[ 0.02942446]
[ 0.06791667]
[ 0.09615615]
[ 0.11447652]
[ 0.12356807]
[ 0.12443604]
[ 0.1183469]
[ 0.10676481]
[ 0.09128109]
[ 0.07353948]
[ 0.05516033]
[ 0.03766693]
[ 0.02241683]
[ 0.01054114]
[ 0.00289424]
[  1.58528227e-05]
[ 0.00210724]
[ 0.00902227]
[ 0.0202739]
[ 0.03505568]
[ 0.05227751]
[ 0.07061407]
[ 0.08856405]
[ 0.10451772]
[ 0.11683]
[ 0.12389616]
[ 0.12422691]
[ 0.11651985]
[ 0.09972424]
[ 0.0730965]
[ 0.03624397]
[ 0.01084495]
[ 0.06778548]
[ 0.13379693]
[ 0.20771894]
[ 0.28804301]
[ 0.37295829]
[ 0.46040988]
[ 0.54816743]
[ 0.63390153]
[ 0.71526486]
[ 0.78997514]
[ 0.85589645]
[ 0.91111596]
[ 0.9540131]
[ 0.98331832]
[ 0.99815929]
[ 0.99809276]
[ 0.98312072]
[ 0.95369033]
[ 0.9106776]
[ 0.85535543]
[ 0.78934726]
[ 0.71456822]
[ 0.63315586]
[ 0.54739343]
[ 0.45962843]
[ 0.37218975]
[ 0.28730652]
