[ 1.]
[ 0.99875026]
[ 0.99500417]
[ 0.98877108]
[ 0.98006658]
[ 0.96891242]
[ 0.95533649]
[ 0.93937271]
[ 0.92106099]
[ 0.9004471]
[ 0.87758256]
[ 0.85252452]
[ 0.82533561]
[ 0.7960838]
[ 0.76484219]
[ 0.73168887]
[ 0.69670671]
[ 0.65998315]
[ 0.62160997]
[ 0.58168309]
[ 0.54030231]
[ 0.49757105]
[ 0.45359612]
[ 0.40848744]
[ 0.36235775]
[ 0.31532236]
[ 0.26749883]
[ 0.21900669]
[ 0.16996714]
[ 0.12050277]
[ 0.0707372]
[ 0.02079483]
[ 0.02919952]
[ 0.07912089]
[ 0.12884449]
[ 0.17824606]
[ 0.22720209]
[ 0.27559025]
[ 0.32328957]
[ 0.37018083]
[ 0.41614684]
[ 0.46107269]
[ 0.5048461]
[ 0.54735767]
[ 0.58850112]
[ 0.62817362]
[ 0.66627602]
[ 0.70271308]
[ 0.73739372]
[ 0.77023125]
[ 0.80114362]
[ 0.83005354]
[ 0.85688875]
[ 0.8815822]
[ 0.90407214]
[ 0.92430238]
[ 0.94222234]
[ 0.95778724]
[ 0.97095817]
[ 0.9817022]
[ 0.9899925]
[ 0.99580832]
[ 0.99913515]
[ 0.99996466]
[ 0.99829478]
[ 0.99412968]
[ 0.98747977]
[ 0.97836168]
[ 0.96679819]
[ 0.95281821]
[ 0.93645669]
[ 0.91775451]
[ 0.89675842]
[ 0.8735209]
[ 0.84810003]
[ 0.82055936]
[ 0.79096771]
[ 0.75939906]
[ 0.7259323]
[ 0.6906511]
[ 0.65364362]
[ 0.61500238]
[ 0.57482395]
[ 0.53320876]
[ 0.49026082]
[ 0.44608749]
[ 0.40079917]
[ 0.35450907]
[ 0.30733287]
[ 0.2593885]
[ 0.2107958]
[ 0.16167622]
[ 0.11215253]
[ 0.06234851]
[ 0.01238866]
[ 0.03760215]
[ 0.08749898]
[ 0.13717711]
[ 0.18651237]
[ 0.23538144]
[ 0.28366219]
[ 0.33123392]
[ 0.37797774]
[ 0.42377682]
[ 0.46851667]
[ 0.51208548]
[ 0.55437434]
[ 0.59527755]
[ 0.63469288]
[ 0.6725218]
[ 0.70866977]
[ 0.74304644]
[ 0.77556588]
[ 0.80614681]
[ 0.83471278]
[ 0.86119242]
[ 0.88551952]
[ 0.90763328]
[ 0.92747843]
[ 0.94500537]
[ 0.96017029]
[ 0.97293528]
[ 0.98326844]
[ 0.99114394]
[ 0.9965421]
[ 0.99944942]
[ 0.99985864]
[ 0.99776873]
[ 0.99318492]
[ 0.98611866]
[ 0.97658763]
[ 0.96461563]
[ 0.95023259]
[ 0.93347447]
[ 0.91438315]
[ 0.89300634]
[ 0.86939749]
[ 0.8436156]
[ 0.8157251]
[ 0.78579572]
[ 0.75390225]
[ 0.72012443]
[ 0.68454667]
[ 0.64725789]
[ 0.60835131]
[ 0.56792417]
[ 0.52607752]
[ 0.48291594]
[ 0.43854733]
[ 0.39308257]
[ 0.34663532]
[ 0.29932165]
[ 0.25125984]
[ 0.20257001]
[ 0.15337386]
[ 0.10379436]
[ 0.05395542]
[ 0.00398162]
[ 0.04600213]
[ 0.09587089]
[ 0.14550003]
[ 0.1947655]
[ 0.24354415]
[ 0.29171407]
[ 0.33915486]
[ 0.38574794]
[ 0.43137684]
[ 0.47592754]
[ 0.51928865]
[ 0.56135182]
[ 0.6020119]
[ 0.64116727]
[ 0.67872005]
[ 0.71457638]
[ 0.74864665]
[ 0.78084568]
[ 0.81109301]
[ 0.83931303]
[ 0.86543521]
[ 0.88939425]
[ 0.91113026]
[ 0.93058893]
[ 0.9477216]
[ 0.96248547]
[ 0.97484362]
[ 0.98476517]
[ 0.99222533]
[ 0.99720543]
[ 0.99969304]
[ 0.99968194]
[ 0.99717216]
[ 0.99216996]
[ 0.98468786]
[ 0.97474454]
[ 0.96236488]
[ 0.9475798]
[ 0.93042627]
[ 0.91094716]
[ 0.88919115]
[ 0.86521263]
[ 0.83907153]
