[ 1.]
[ 0.98756234]
[ 0.95098951]
[ 0.89244396]
[ 0.81534123]
[ 0.72408458]
[ 0.62372643]
[ 0.51958591]
[ 0.41685554]
[ 0.32023]
[ 0.23358806]
[ 0.15975297]
[ 0.10034927]
[ 0.05576505]
[ 0.02521897]
[ 0.00692195]
[ 0.0016845]
[ 0.00363805]
[ 0.00214138]
[ 0.00025384]
[ 0.00061636]
[ 0.00523318]
[ 0.01532751]
[ 0.03128062]
[ 0.05265537]
[ 0.07829731]
[ 0.10649926]
[ 0.13520979]
[ 0.16226301]
[ 0.18560569]
[ 0.20349973]
[ 0.21468125]
[ 0.21846305]
[ 0.21477367]
[ 0.20413294]
[ 0.18757044]
[ 0.16649903]
[ 0.14255918]
[ 0.11745231]
[ 0.09278119]
[ 0.06991381]
[ 0.0498833]
[ 0.03333203]
[ 0.02050239]
[ 0.01127146]
[ 0.00522177]
[ 0.00173685]
[ 0.00010778]
[ 0.00036339]
[ 0.00027638]
[  7.18051032e-05]
[  3.11804745e-06]
[ 0.00014305]
[ 0.00042162]
[ 0.00068847]
[ 0.00078898]
[ 0.00064175]
[ 0.00030452]
[  1.72488204e-05]
[ 0.00021364]
[ 0.00149664]
[ 0.00457812]
[ 0.0101879]
[ 0.01896193]
[ 0.03132256]
[ 0.04736642]
[ 0.06677524]
[ 0.08876381]
[ 0.11207564]
[ 0.13503229]
[ 0.15563666]
[ 0.17172425]
[ 0.18115059]
[ 0.18199841]
[ 0.17278434]
[ 0.15264395]
[ 0.1214745]
[ 0.08001784]
[ 0.02987102]
[ 0.02658148]
[ 0.08631232]
[ 0.1458634]
[ 0.20160923]
[ 0.2500495]
[ 0.28810472]
[ 0.31338775]
[ 0.32442495]
[ 0.32080457]
[ 0.30323613]
[ 0.27351232]
[ 0.23437395]
[ 0.18928736]
[ 0.14215241]
[ 0.09696585]
[ 0.05746959]
[ 0.02681564]
[ 0.00727822]
[  4.00265302e-05]
[ 0.00507307]
[ 0.02112627]
[ 0.04582222]
[ 0.07585574]
[ 0.10727742]
[ 0.1358376]
[ 0.15736039]
[ 0.1681149]
[ 0.16515057]
[ 0.14656702]
[ 0.11169473]
[ 0.06117074]
[ 0.0030967]
[ 0.07807074]
[ 0.15982253]
[ 0.24384032]
[ 0.32538316]
[ 0.39984831]
[ 0.46312026]
[ 0.5118721]
[ 0.54379448]
[ 0.55773489]
[ 0.55373833]
[ 0.53298938]
[ 0.49766487]
[ 0.45071371]
[ 0.39558657]
[ 0.33594136]
[ 0.27535193]
[ 0.21704515]
[ 0.16368814]
[ 0.1172412]
[ 0.0788851]
[ 0.04902363]
[ 0.02735524]
[ 0.01300118]
[ 0.00467277]
[ 0.00085787]
[  6.06751126e-06]
[ 0.00069361]
[ 0.00175279]
[ 0.00235523]
[ 0.00204453]
[ 0.00071944]
[ 0.0014256]
[ 0.00399135]
[ 0.00648198]
[ 0.00841524]
[ 0.00941999]
[ 0.0093088]
[ 0.00811715]
[ 0.00610516]
[ 0.0037232]
[ 0.0015468]
[ 0.0001908]
[ 0.00021473]
[ 0.00203295]
[ 0.00584199]
[ 0.01157579]
[ 0.01889549]
[ 0.02721634]
[ 0.03576947]
[ 0.04369124]
[ 0.05012976]
[ 0.05435481]
[ 0.05585709]
[ 0.05442295]
[ 0.05017344]
[ 0.04356045]
[ 0.03531761]
[ 0.02636899]
[ 0.01770418]
[ 0.01023286]
[ 0.00463526]
[ 0.00122651]
[ 0.00014739]
[ 0.00016687]
[  3.83336472e-05]
[ 0.00143066]
[ 0.00635011]
[ 0.01696173]
[ 0.03537187]
[ 0.06339136]
[ 0.10230246]
[ 0.15265356]
[ 0.21410462]
[ 0.28534228]
[ 0.36407806]
[ 0.44713555]
[ 0.53062416]
[ 0.61018852]
[ 0.68131518]
[ 0.73967154]
[ 0.78144842]
[ 0.80367595]
[ 0.80448376]
[ 0.78328103]
[ 0.74083785]
[ 0.67925861]
[ 0.60184681]
[ 0.51287105]
[ 0.41725064]
[ 0.32018672]
